dataset,model,num_datasets,dataset_type,score,model_type
bbh,llama3_8b_inst,wildguard+aegis+toxichat,non_harmful,1.0,Hidden States Maha
mtbench,llama3_8b_inst,wildguard,non_harmful,0.9875,Hidden States Maha
mtbench,llama3_8b_inst,aegis,non_harmful,0.9625,Hidden States Maha
mtbench,llama3_8b_inst,toxichat,non_harmful,1.0,Hidden States Maha
mtbench,llama3_8b_inst,wildguard+aegis,non_harmful,0.9875,Hidden States Maha
mtbench,llama3_8b_inst,wildguard+toxichat,non_harmful,0.9875,Hidden States Maha
mtbench,llama3_8b_inst,aegis+toxichat,non_harmful,1.0,Hidden States Maha
mtbench,llama3_8b_inst,wildguard+aegis+toxichat,non_harmful,0.9875,Hidden States Maha
truthfulqa,llama3_8b_inst,wildguard,non_harmful,0.9481012658227848,Hidden States Maha
truthfulqa,llama3_8b_inst,aegis,non_harmful,0.8443037974683544,Hidden States Maha
truthfulqa,llama3_8b_inst,toxichat,non_harmful,1.0,Hidden States Maha
truthfulqa,llama3_8b_inst,wildguard+aegis,non_harmful,0.9481012658227848,Hidden States Maha
truthfulqa,llama3_8b_inst,wildguard+toxichat,non_harmful,0.9481012658227848,Hidden States Maha
truthfulqa,llama3_8b_inst,aegis+toxichat,non_harmful,0.8645569620253165,Hidden States Maha
truthfulqa,llama3_8b_inst,wildguard+aegis+toxichat,non_harmful,0.9481012658227848,Hidden States Maha
alpaca_eval,llama3_8b_inst,wildguard,non_harmful,0.9527950310559006,Hidden States Maha
alpaca_eval,llama3_8b_inst,aegis,non_harmful,0.9627329192546584,Hidden States Maha
alpaca_eval,llama3_8b_inst,toxichat,non_harmful,0.9950310559006211,Hidden States Maha
alpaca_eval,llama3_8b_inst,wildguard+aegis,non_harmful,0.9527950310559006,Hidden States Maha
alpaca_eval,llama3_8b_inst,wildguard+toxichat,non_harmful,0.9527950310559006,Hidden States Maha
alpaca_eval,llama3_8b_inst,aegis+toxichat,non_harmful,0.9726708074534162,Hidden States Maha
alpaca_eval,llama3_8b_inst,wildguard+aegis+toxichat,non_harmful,0.9527950310559006,Hidden States Maha
wildjailbreak_test,mistral7b_inst,wildguard,harmful,0.8901670775130102,Hidden States Maha
wildjailbreak_test,mistral7b_inst,aegis,harmful,0.7169811320754716,Hidden States Maha
wildjailbreak_test,mistral7b_inst,toxichat,harmful,0.7085822068531908,Hidden States Maha
wildjailbreak_test,mistral7b_inst,wildguard+aegis,harmful,0.8901670775130102,Hidden States Maha
wildjailbreak_test,mistral7b_inst,wildguard+toxichat,harmful,0.8901670775130102,Hidden States Maha
wildjailbreak_test,mistral7b_inst,aegis+toxichat,harmful,0.7224121852657756,Hidden States Maha
wildjailbreak_test,mistral7b_inst,wildguard+aegis+toxichat,harmful,0.8901670775130102,Hidden States Maha
simplesafety_tests,mistral7b_inst,wildguard,harmful,0.9847715736040609,Hidden States Maha
simplesafety_tests,mistral7b_inst,aegis,harmful,1.0,Hidden States Maha
simplesafety_tests,mistral7b_inst,toxichat,harmful,0.9690721649484536,Hidden States Maha
simplesafety_tests,mistral7b_inst,wildguard+aegis,harmful,0.9847715736040609,Hidden States Maha
simplesafety_tests,mistral7b_inst,wildguard+toxichat,harmful,0.9847715736040609,Hidden States Maha
simplesafety_tests,mistral7b_inst,aegis+toxichat,harmful,1.0,Hidden States Maha
simplesafety_tests,mistral7b_inst,wildguard+aegis+toxichat,harmful,0.9847715736040609,Hidden States Maha
toxicchat_humanannotated,mistral7b_inst,wildguard,harmful,0.5691489361702128,Hidden States Maha
toxicchat_humanannotated,mistral7b_inst,aegis,harmful,0.6319365798414496,Hidden States Maha
toxicchat_humanannotated,mistral7b_inst,toxichat,harmful,0.8020565552699229,Hidden States Maha
toxicchat_humanannotated,mistral7b_inst,wildguard+aegis,harmful,0.5691489361702128,Hidden States Maha
toxicchat_humanannotated,mistral7b_inst,wildguard+toxichat,harmful,0.5691489361702128,Hidden States Maha
toxicchat_humanannotated,mistral7b_inst,aegis+toxichat,harmful,0.7557077625570776,Hidden States Maha
toxicchat_humanannotated,mistral7b_inst,wildguard+aegis+toxichat,harmful,0.5691489361702128,Hidden States Maha
xstest,mistral7b_inst,wildguard,harmful,0.9148936170212766,Hidden States Maha
xstest,mistral7b_inst,aegis,harmful,0.8024691358024691,Hidden States Maha
xstest,mistral7b_inst,toxichat,harmful,0.8392370572207084,Hidden States Maha
xstest,mistral7b_inst,wildguard+aegis,harmful,0.9148936170212766,Hidden States Maha
xstest,mistral7b_inst,wildguard+toxichat,harmful,0.9148936170212766,Hidden States Maha
xstest,mistral7b_inst,aegis+toxichat,harmful,0.8125,Hidden States Maha
xstest,mistral7b_inst,wildguard+aegis+toxichat,harmful,0.9148936170212766,Hidden States Maha
aegis,mistral7b_inst,wildguard,harmful,0.8457943925233645,Hidden States Maha
aegis,mistral7b_inst,aegis,harmful,0.9043478260869565,Hidden States Maha
aegis,mistral7b_inst,toxichat,harmful,0.7660668380462725,Hidden States Maha
aegis,mistral7b_inst,wildguard+aegis,harmful,0.8457943925233645,Hidden States Maha
aegis,mistral7b_inst,wildguard+toxichat,harmful,0.8457943925233645,Hidden States Maha
aegis,mistral7b_inst,aegis+toxichat,harmful,0.9019607843137255,Hidden States Maha
aegis,mistral7b_inst,wildguard+aegis+toxichat,harmful,0.8457943925233645,Hidden States Maha
wildguardtest,mistral7b_inst,wildguard,harmful,0.8531468531468531,Hidden States Maha
wildguardtest,mistral7b_inst,aegis,harmful,0.7388963660834454,Hidden States Maha
wildguardtest,mistral7b_inst,toxichat,harmful,0.7029096477794793,Hidden States Maha
wildguardtest,mistral7b_inst,wildguard+aegis,harmful,0.8531468531468531,Hidden States Maha
wildguardtest,mistral7b_inst,wildguard+toxichat,harmful,0.8531468531468531,Hidden States Maha
wildguardtest,mistral7b_inst,aegis+toxichat,harmful,0.7386286490156144,Hidden States Maha
wildguardtest,mistral7b_inst,wildguard+aegis+toxichat,harmful,0.8531468531468531,Hidden States Maha
harmbench,mistral7b_inst,wildguard,harmful,0.9894291754756871,Hidden States Maha
harmbench,mistral7b_inst,aegis,harmful,0.7287234042553191,Hidden States Maha
harmbench,mistral7b_inst,toxichat,harmful,0.7219251336898396,Hidden States Maha
harmbench,mistral7b_inst,wildguard+aegis,harmful,0.9894291754756871,Hidden States Maha
harmbench,mistral7b_inst,wildguard+toxichat,harmful,0.9894291754756871,Hidden States Maha
harmbench,mistral7b_inst,aegis+toxichat,harmful,0.7320954907161804,Hidden States Maha
harmbench,mistral7b_inst,wildguard+aegis+toxichat,harmful,0.9894291754756871,Hidden States Maha
openai_mod,mistral7b_inst,wildguard,harmful,0.687402799377916,Hidden States Maha
openai_mod,mistral7b_inst,aegis,harmful,0.6747676912080057,Hidden States Maha
openai_mod,mistral7b_inst,toxichat,harmful,0.7162022703818369,Hidden States Maha
openai_mod,mistral7b_inst,wildguard+aegis,harmful,0.687402799377916,Hidden States Maha
openai_mod,mistral7b_inst,wildguard+toxichat,harmful,0.687402799377916,Hidden States Maha
openai_mod,mistral7b_inst,aegis+toxichat,harmful,0.6671469740634006,Hidden States Maha
openai_mod,mistral7b_inst,wildguard+aegis+toxichat,harmful,0.687402799377916,Hidden States Maha
mmlu,mistral7b_inst,wildguard,non_harmful,0.9916180758017493,Hidden States Maha
mmlu,mistral7b_inst,aegis,non_harmful,0.9952623906705539,Hidden States Maha
mmlu,mistral7b_inst,toxichat,non_harmful,1.0,Hidden States Maha
mmlu,mistral7b_inst,wildguard+aegis,non_harmful,0.9916180758017493,Hidden States Maha
mmlu,mistral7b_inst,wildguard+toxichat,non_harmful,0.9916180758017493,Hidden States Maha
mmlu,mistral7b_inst,aegis+toxichat,non_harmful,0.999271137026239,Hidden States Maha
mmlu,mistral7b_inst,wildguard+aegis+toxichat,non_harmful,0.9916180758017493,Hidden States Maha
codex,mistral7b_inst,wildguard,non_harmful,0.9878048780487805,Hidden States Maha
codex,mistral7b_inst,aegis,non_harmful,1.0,Hidden States Maha
codex,mistral7b_inst,toxichat,non_harmful,1.0,Hidden States Maha
codex,mistral7b_inst,wildguard+aegis,non_harmful,0.9878048780487805,Hidden States Maha
codex,mistral7b_inst,wildguard+toxichat,non_harmful,0.9878048780487805,Hidden States Maha
codex,mistral7b_inst,aegis+toxichat,non_harmful,1.0,Hidden States Maha
codex,mistral7b_inst,wildguard+aegis+toxichat,non_harmful,0.9878048780487805,Hidden States Maha
gsm8k,mistral7b_inst,wildguard,non_harmful,1.0,Hidden States Maha
gsm8k,mistral7b_inst,aegis,non_harmful,0.9954510993176648,Hidden States Maha
gsm8k,mistral7b_inst,toxichat,non_harmful,1.0,Hidden States Maha
gsm8k,mistral7b_inst,wildguard+aegis,non_harmful,1.0,Hidden States Maha
gsm8k,mistral7b_inst,wildguard+toxichat,non_harmful,1.0,Hidden States Maha
gsm8k,mistral7b_inst,aegis+toxichat,non_harmful,1.0,Hidden States Maha
gsm8k,mistral7b_inst,wildguard+aegis+toxichat,non_harmful,1.0,Hidden States Maha
bbh,mistral7b_inst,wildguard,non_harmful,0.5416666666666666,Hidden States Maha
bbh,mistral7b_inst,aegis,non_harmful,0.8324074074074074,Hidden States Maha
bbh,mistral7b_inst,toxichat,non_harmful,1.0,Hidden States Maha
bbh,mistral7b_inst,wildguard+aegis,non_harmful,0.5416666666666666,Hidden States Maha
bbh,mistral7b_inst,wildguard+toxichat,non_harmful,0.5416666666666666,Hidden States Maha
bbh,mistral7b_inst,aegis+toxichat,non_harmful,0.9148148148148149,Hidden States Maha
bbh,mistral7b_inst,wildguard+aegis+toxichat,non_harmful,0.5416666666666666,Hidden States Maha
mtbench,mistral7b_inst,wildguard,non_harmful,0.925,Hidden States Maha
mtbench,mistral7b_inst,aegis,non_harmful,0.9625,Hidden States Maha
mtbench,mistral7b_inst,toxichat,non_harmful,0.9875,Hidden States Maha
mtbench,mistral7b_inst,wildguard+aegis,non_harmful,0.925,Hidden States Maha
mtbench,mistral7b_inst,wildguard+toxichat,non_harmful,0.925,Hidden States Maha
mtbench,mistral7b_inst,aegis+toxichat,non_harmful,0.9875,Hidden States Maha
mtbench,mistral7b_inst,wildguard+aegis+toxichat,non_harmful,0.925,Hidden States Maha
truthfulqa,mistral7b_inst,wildguard,non_harmful,0.9379746835443038,Hidden States Maha
truthfulqa,mistral7b_inst,aegis,non_harmful,0.779746835443038,Hidden States Maha
truthfulqa,mistral7b_inst,toxichat,non_harmful,0.9987341772151899,Hidden States Maha
truthfulqa,mistral7b_inst,wildguard+aegis,non_harmful,0.9379746835443038,Hidden States Maha
truthfulqa,mistral7b_inst,wildguard+toxichat,non_harmful,0.9379746835443038,Hidden States Maha
truthfulqa,mistral7b_inst,aegis+toxichat,non_harmful,0.7873417721518987,Hidden States Maha
truthfulqa,mistral7b_inst,wildguard+aegis+toxichat,non_harmful,0.9379746835443038,Hidden States Maha
alpaca_eval,mistral7b_inst,wildguard,non_harmful,0.9229813664596274,Hidden States Maha
alpaca_eval,mistral7b_inst,aegis,non_harmful,0.9552795031055901,Hidden States Maha
alpaca_eval,mistral7b_inst,toxichat,non_harmful,0.9937888198757764,Hidden States Maha
alpaca_eval,mistral7b_inst,wildguard+aegis,non_harmful,0.9229813664596274,Hidden States Maha
alpaca_eval,mistral7b_inst,wildguard+toxichat,non_harmful,0.9229813664596274,Hidden States Maha
alpaca_eval,mistral7b_inst,aegis+toxichat,non_harmful,0.968944099378882,Hidden States Maha
alpaca_eval,mistral7b_inst,wildguard+aegis+toxichat,non_harmful,0.9229813664596274,Hidden States Maha
wildjailbreak_test,olmo2_1124_7b_inst,wildguard,harmful,0.9663843982550681,Hidden States Maha
wildjailbreak_test,olmo2_1124_7b_inst,aegis,harmful,0.9380577427821523,Hidden States Maha
wildjailbreak_test,olmo2_1124_7b_inst,toxichat,harmful,0.9264392324093816,Hidden States Maha
wildjailbreak_test,olmo2_1124_7b_inst,wildguard+aegis,harmful,0.9663843982550681,Hidden States Maha
wildjailbreak_test,olmo2_1124_7b_inst,wildguard+toxichat,harmful,0.9663843982550681,Hidden States Maha
wildjailbreak_test,olmo2_1124_7b_inst,aegis+toxichat,harmful,0.9408995815899581,Hidden States Maha
wildjailbreak_test,olmo2_1124_7b_inst,wildguard+aegis+toxichat,harmful,0.9663843982550681,Hidden States Maha
simplesafety_tests,olmo2_1124_7b_inst,wildguard,harmful,0.9949748743718593,Hidden States Maha
simplesafety_tests,olmo2_1124_7b_inst,aegis,harmful,1.0,Hidden States Maha
simplesafety_tests,olmo2_1124_7b_inst,toxichat,harmful,0.9637305699481865,Hidden States Maha
simplesafety_tests,olmo2_1124_7b_inst,wildguard+aegis,harmful,0.9949748743718593,Hidden States Maha
simplesafety_tests,olmo2_1124_7b_inst,wildguard+toxichat,harmful,0.9949748743718593,Hidden States Maha
simplesafety_tests,olmo2_1124_7b_inst,aegis+toxichat,harmful,1.0,Hidden States Maha
simplesafety_tests,olmo2_1124_7b_inst,wildguard+aegis+toxichat,harmful,0.9949748743718593,Hidden States Maha
toxicchat_humanannotated,olmo2_1124_7b_inst,wildguard,harmful,0.7459324155193993,Hidden States Maha
toxicchat_humanannotated,olmo2_1124_7b_inst,aegis,harmful,0.6716232961586122,Hidden States Maha
toxicchat_humanannotated,olmo2_1124_7b_inst,toxichat,harmful,0.850480109739369,Hidden States Maha
toxicchat_humanannotated,olmo2_1124_7b_inst,wildguard+aegis,harmful,0.7459324155193993,Hidden States Maha
toxicchat_humanannotated,olmo2_1124_7b_inst,wildguard+toxichat,harmful,0.7490636704119851,Hidden States Maha
toxicchat_humanannotated,olmo2_1124_7b_inst,aegis+toxichat,harmful,0.7915632754342432,Hidden States Maha
toxicchat_humanannotated,olmo2_1124_7b_inst,wildguard+aegis+toxichat,harmful,0.7490636704119851,Hidden States Maha
xstest,olmo2_1124_7b_inst,wildguard,harmful,0.9664082687338501,Hidden States Maha
xstest,olmo2_1124_7b_inst,aegis,harmful,0.7782258064516129,Hidden States Maha
xstest,olmo2_1124_7b_inst,toxichat,harmful,0.8739495798319328,Hidden States Maha
xstest,olmo2_1124_7b_inst,wildguard+aegis,harmful,0.9664082687338501,Hidden States Maha
xstest,olmo2_1124_7b_inst,wildguard+toxichat,harmful,0.9664082687338501,Hidden States Maha
xstest,olmo2_1124_7b_inst,aegis+toxichat,harmful,0.7829614604462475,Hidden States Maha
xstest,olmo2_1124_7b_inst,wildguard+aegis+toxichat,harmful,0.9664082687338501,Hidden States Maha
aegis,olmo2_1124_7b_inst,wildguard,harmful,0.8824833702882483,Hidden States Maha
aegis,olmo2_1124_7b_inst,aegis,harmful,0.9094827586206896,Hidden States Maha
aegis,olmo2_1124_7b_inst,toxichat,harmful,0.7794871794871795,Hidden States Maha
aegis,olmo2_1124_7b_inst,wildguard+aegis,harmful,0.8824833702882483,Hidden States Maha
aegis,olmo2_1124_7b_inst,wildguard+toxichat,harmful,0.8824833702882483,Hidden States Maha
aegis,olmo2_1124_7b_inst,aegis+toxichat,harmful,0.9094827586206896,Hidden States Maha
aegis,olmo2_1124_7b_inst,wildguard+aegis+toxichat,harmful,0.8824833702882483,Hidden States Maha
wildguardtest,olmo2_1124_7b_inst,wildguard,harmful,0.8793342579750347,Hidden States Maha
wildguardtest,olmo2_1124_7b_inst,aegis,harmful,0.8224543080939948,Hidden States Maha
wildguardtest,olmo2_1124_7b_inst,toxichat,harmful,0.8172514619883041,Hidden States Maha
wildguardtest,olmo2_1124_7b_inst,wildguard+aegis,harmful,0.8793342579750347,Hidden States Maha
wildguardtest,olmo2_1124_7b_inst,wildguard+toxichat,harmful,0.8793342579750347,Hidden States Maha
wildguardtest,olmo2_1124_7b_inst,aegis+toxichat,harmful,0.8221498371335505,Hidden States Maha
wildguardtest,olmo2_1124_7b_inst,wildguard+aegis+toxichat,harmful,0.8793342579750347,Hidden States Maha
harmbench,olmo2_1124_7b_inst,wildguard,harmful,0.9829787234042553,Hidden States Maha
harmbench,olmo2_1124_7b_inst,aegis,harmful,0.8020050125313283,Hidden States Maha
harmbench,olmo2_1124_7b_inst,toxichat,harmful,0.7743589743589744,Hidden States Maha
harmbench,olmo2_1124_7b_inst,wildguard+aegis,harmful,0.9829787234042553,Hidden States Maha
harmbench,olmo2_1124_7b_inst,wildguard+toxichat,harmful,0.9829787234042553,Hidden States Maha
harmbench,olmo2_1124_7b_inst,aegis+toxichat,harmful,0.7837150127226463,Hidden States Maha
harmbench,olmo2_1124_7b_inst,wildguard+aegis+toxichat,harmful,0.9829787234042553,Hidden States Maha
openai_mod,olmo2_1124_7b_inst,wildguard,harmful,0.7369281045751634,Hidden States Maha
openai_mod,olmo2_1124_7b_inst,aegis,harmful,0.6750700280112045,Hidden States Maha
openai_mod,olmo2_1124_7b_inst,toxichat,harmful,0.7676969092721835,Hidden States Maha
openai_mod,olmo2_1124_7b_inst,wildguard+aegis,harmful,0.7363265306122448,Hidden States Maha
openai_mod,olmo2_1124_7b_inst,wildguard+toxichat,harmful,0.7369281045751634,Hidden States Maha
openai_mod,olmo2_1124_7b_inst,aegis+toxichat,harmful,0.6857942617214835,Hidden States Maha
openai_mod,olmo2_1124_7b_inst,wildguard+aegis+toxichat,harmful,0.7363265306122448,Hidden States Maha
mmlu,olmo2_1124_7b_inst,wildguard,non_harmful,1.0,Hidden States Maha
mmlu,olmo2_1124_7b_inst,aegis,non_harmful,0.9941690962099126,Hidden States Maha
mmlu,olmo2_1124_7b_inst,toxichat,non_harmful,1.0,Hidden States Maha
mmlu,olmo2_1124_7b_inst,wildguard+aegis,non_harmful,1.0,Hidden States Maha
mmlu,olmo2_1124_7b_inst,wildguard+toxichat,non_harmful,1.0,Hidden States Maha
mmlu,olmo2_1124_7b_inst,aegis+toxichat,non_harmful,0.9989067055393586,Hidden States Maha
mmlu,olmo2_1124_7b_inst,wildguard+aegis+toxichat,non_harmful,1.0,Hidden States Maha
codex,olmo2_1124_7b_inst,wildguard,non_harmful,1.0,Hidden States Maha
codex,olmo2_1124_7b_inst,aegis,non_harmful,1.0,Hidden States Maha
codex,olmo2_1124_7b_inst,toxichat,non_harmful,1.0,Hidden States Maha
codex,olmo2_1124_7b_inst,wildguard+aegis,non_harmful,1.0,Hidden States Maha
codex,olmo2_1124_7b_inst,wildguard+toxichat,non_harmful,1.0,Hidden States Maha
codex,olmo2_1124_7b_inst,aegis+toxichat,non_harmful,1.0,Hidden States Maha
codex,olmo2_1124_7b_inst,wildguard+aegis+toxichat,non_harmful,1.0,Hidden States Maha
gsm8k,olmo2_1124_7b_inst,wildguard,non_harmful,1.0,Hidden States Maha
gsm8k,olmo2_1124_7b_inst,aegis,non_harmful,0.9992418498862775,Hidden States Maha
gsm8k,olmo2_1124_7b_inst,toxichat,non_harmful,1.0,Hidden States Maha
gsm8k,olmo2_1124_7b_inst,wildguard+aegis,non_harmful,1.0,Hidden States Maha
gsm8k,olmo2_1124_7b_inst,wildguard+toxichat,non_harmful,1.0,Hidden States Maha
gsm8k,olmo2_1124_7b_inst,aegis+toxichat,non_harmful,1.0,Hidden States Maha
gsm8k,olmo2_1124_7b_inst,wildguard+aegis+toxichat,non_harmful,1.0,Hidden States Maha
bbh,olmo2_1124_7b_inst,wildguard,non_harmful,1.0,Hidden States Maha
bbh,olmo2_1124_7b_inst,aegis,non_harmful,0.9935185185185185,Hidden States Maha
bbh,olmo2_1124_7b_inst,toxichat,non_harmful,1.0,Hidden States Maha
bbh,olmo2_1124_7b_inst,wildguard+aegis,non_harmful,1.0,Hidden States Maha
bbh,olmo2_1124_7b_inst,wildguard+toxichat,non_harmful,1.0,Hidden States Maha
bbh,olmo2_1124_7b_inst,aegis+toxichat,non_harmful,1.0,Hidden States Maha
bbh,olmo2_1124_7b_inst,wildguard+aegis+toxichat,non_harmful,1.0,Hidden States Maha
mtbench,olmo2_1124_7b_inst,wildguard,non_harmful,0.9625,Hidden States Maha
mtbench,olmo2_1124_7b_inst,aegis,non_harmful,0.975,Hidden States Maha
mtbench,olmo2_1124_7b_inst,toxichat,non_harmful,1.0,Hidden States Maha
mtbench,olmo2_1124_7b_inst,wildguard+aegis,non_harmful,0.9625,Hidden States Maha
mtbench,olmo2_1124_7b_inst,wildguard+toxichat,non_harmful,0.9625,Hidden States Maha
mtbench,olmo2_1124_7b_inst,aegis+toxichat,non_harmful,0.975,Hidden States Maha
mtbench,olmo2_1124_7b_inst,wildguard+aegis+toxichat,non_harmful,0.9625,Hidden States Maha
truthfulqa,olmo2_1124_7b_inst,wildguard,non_harmful,0.9822784810126582,Hidden States Maha
truthfulqa,olmo2_1124_7b_inst,aegis,non_harmful,0.8367088607594937,Hidden States Maha
truthfulqa,olmo2_1124_7b_inst,toxichat,non_harmful,0.9962025316455696,Hidden States Maha
truthfulqa,olmo2_1124_7b_inst,wildguard+aegis,non_harmful,0.9822784810126582,Hidden States Maha
truthfulqa,olmo2_1124_7b_inst,wildguard+toxichat,non_harmful,0.9822784810126582,Hidden States Maha
truthfulqa,olmo2_1124_7b_inst,aegis+toxichat,non_harmful,0.8367088607594937,Hidden States Maha
truthfulqa,olmo2_1124_7b_inst,wildguard+aegis+toxichat,non_harmful,0.9822784810126582,Hidden States Maha
alpaca_eval,olmo2_1124_7b_inst,wildguard,non_harmful,0.9788819875776398,Hidden States Maha
alpaca_eval,olmo2_1124_7b_inst,aegis,non_harmful,0.9677018633540373,Hidden States Maha
alpaca_eval,olmo2_1124_7b_inst,toxichat,non_harmful,0.9962732919254659,Hidden States Maha
alpaca_eval,olmo2_1124_7b_inst,wildguard+aegis,non_harmful,0.9788819875776398,Hidden States Maha
alpaca_eval,olmo2_1124_7b_inst,wildguard+toxichat,non_harmful,0.9788819875776398,Hidden States Maha
alpaca_eval,olmo2_1124_7b_inst,aegis+toxichat,non_harmful,0.9751552795031055,Hidden States Maha
alpaca_eval,olmo2_1124_7b_inst,wildguard+aegis+toxichat,non_harmful,0.9788819875776398,Hidden States Maha
